PLAYER_ID,TEAM_ID,PLAYER_AGE,GP,GS,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS
201939,1610612744.0,27.92,62.85,62.38,33.5,8.09,17.27,0.47,3.65,8.86,0.42,3.93,4.3,0.91,0.69,4.0,4.67,6.43,1.58,0.25,3.12,2.37,23.78
