PLAYER_ID,TEAM_ID,PLAYER_AGE,GP,GS,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS
201939,20937965672,363.0,817,811,28059.0,6797,14365,6.092,3085,7210,5.423,3166,3487,11.807,550,3244,3794,5340,1357,186,2570,1968,19845
