,PLAYER_ID,PLAYER_NAME,GP,NBA_FANTASY_PTS,AVG_FANTASY_PTS,USG_PCT,HUSTLE_POINTS,RPM,WINS,PER,CAREER_TOTAL_FANTASY_PTS,cum_id,ID_MATCH
178,1629006,Josh Okogie,45,292.9,6.51,0.112,534.66,-5.24,-0.32,7.72,3231.8,1629006,True
179,1629004,Svi Mykhailiuk,54,480.9,8.91,0.159,476.76,-4.04,0.24,9.86,2468.0,1629004,True
180,1629003,Shake Milton,47,774.5,16.48,0.178,477.06,-4.52,-0.04,11.06,2858.2,1629003,True
181,1629002,Chimezie Metu,54,1069.3,19.8,0.185,853.57,-0.41,3.43,13.50,1670.0,1629002,True
182,1629001,De'Anthony Melton,67,1638.0,24.45,0.203,1636.63,-0.29,4.98,15.17,4330.0,1629001,True
183,1628998,Cody Martin,65,1323.4,20.36,0.123,1732.43,-3.19,1.69,12.57,2422.7,1628998,True
184,1628997,Caleb Martin,57,1083.0,19.0,0.159,1216.86,-1.31,3.08,15.34,1813.8,1628997,True
185,1628995,Kevin Knox II,26,134.8,5.18,0.176,122.04,-3.62,0.14,8.63,2710.8,1628995,True
186,1628993,Alize Johnson,23,130.7,5.68,0.14,179.22,-5.95,-0.19,10.76,510.1,1628993,True
187,1628991,Jaren Jackson Jr.,74,2434.2,32.89,0.248,1819.35,6.10,14.05,17.34,5469.4,1628991,True
188,1628989,Kevin Huerter,67,1473.3,21.99,0.169,1174.35,0.69,6.87,11.31,5743.1,1628989,True
189,1628988,Aaron Holiday,58,804.7,13.87,0.178,776.91,-2.77,1.16,13.23,3312.6,1628988,True
190,1628984,Devonte' Graham,70,1657.1,23.67,0.193,1385.98,2.11,9.27,12.21,5612.2,1628984,True
191,1628983,Shai Gilgeous-Alexander,56,2398.1,42.82,0.298,1441.41,3.64,10.78,21.17,7619.6,1628983,True
192,1628981,Bruno Fernando,28,122.6,4.38,0.185,102.09,-3.67,0.09,19.36,847.3,1628981,True
193,1628978,Donte DiVincenzo,36,687.1,19.09,0.183,733.3,-4.19,0.20,10.75,3792.7,1628978,True
194,1628977,Hamidou Diallo,58,1283.9,22.14,0.213,1270.35,-0.97,3.25,15.92,3316.1,1628977,True
195,1628976,Wendell Carter Jr.,62,2085.1,33.63,0.206,1285.72,3.95,10.33,18.55,5531.6,1628976,True
196,1628975,Jevon Carter,60,553.1,9.22,0.137,710.58,-4.79,-0.22,9.34,2092.3,1628975,True
197,1628973,Jalen Brunson,72,2106.7,29.26,0.217,1236.05,0.86,8.80,17.14,5641.0,1628973,True
198,1628972,Troy Brown Jr.,61,646.8,10.6,0.116,616.21,-5.06,-0.49,9.65,3063.9,1628972,True
199,1628971,Bruce Brown,66,1391.2,21.08,0.143,1453.23,-1.25,3.64,14.45,4605.3,1628971,True
200,1628970,Miles Bridges,74,2812.2,38.0,0.223,1794.87,4.52,15.96,17.83,7112.6,1628970,True
201,1628969,Mikal Bridges,75,2027.3,27.03,0.147,1748.35,3.72,14.76,14.51,6651.3,1628969,True
202,1628966,Keita Bates-Diop,53,663.8,12.52,0.138,609.3,-3.61,0.58,12.31,1685.1,1628966,True
203,1628964,Mo Bamba,65,1764.2,27.14,0.168,1149.51,1.41,6.54,15.87,4140.2,1628964,True
204,1628963,Marvin Bagley III,46,1039.0,22.59,0.193,678.49,-1.41,2.43,15.97,4080.7,1628963,True
205,1628960,Grayson Allen,62,1230.6,19.85,0.151,1169.76,1.28,6.93,12.82,2884.7,1628960,True
206,1628470,Torrey Craig,71,1095.6,15.43,0.137,896.68,-4.06,0.48,10.99,3761.3,1628470,True
207,1628467,Maxi Kleber,56,1100.4,19.65,0.131,929.73,-0.92,3.80,11.23,5317.1,1628467,True
208,1628464,Daniel Theis,41,697.4,17.01,0.162,664.62,-1.45,1.74,12.38,5144.1,1628464,True
209,1628449,Chris Boucher,73,1562.4,21.4,0.171,1170.84,-0.37,4.91,18.31,4228.5,1628449,True
210,1628432,Davon Reed,42,420.7,10.02,0.118,333.66,-2.46,0.86,12.30,562.7,1628432,True
211,1628425,Sterling Brown,48,415.0,8.65,0.123,358.32,-4.47,0.01,8.37,3066.8,1628425,True
212,1628420,Monte Morris,70,1716.1,24.52,0.174,1033.19,4.51,11.43,14.84,5491.4,1628420,True
213,1628418,Thomas Bryant,23,390.9,17.0,0.193,263.56,-1.80,0.82,17.68,3464.5,1628418,True
214,1628415,Dillon Brooks,28,796.6,28.45,0.28,730.4,0.80,2.58,15.16,5889.0,1628415,True
215,1628404,Josh Hart,54,1716.6,31.79,0.184,1356.17,2.23,8.13,16.28,6291.2,1628404,True
216,1628402,Frank Jackson,46,695.4,15.12,0.204,488.05,-3.20,1.03,10.27,2528.0,1628402,True
217,1628401,Derrick White,69,1975.0,28.62,0.199,1810.33,2.34,9.84,15.08,5908.6,1628401,True
218,1628400,Semi Ojeleye,30,230.3,7.68,0.126,252.38,-6.93,-0.86,6.75,1996.6,1628400,True
219,1628398,Kyle Kuzma,66,2280.7,34.56,0.238,944.51,1.97,9.44,15.36,9125.7,1628398,True
220,1628396,Tony Bradley,51,488.8,9.58,0.122,496.02,-3.94,0.24,14.47,1914.2,1628396,True
221,1628392,Isaiah Hartenstein,61,1301.9,21.34,0.178,1004.36,-0.70,3.25,22.00,2216.5,1628392,True
222,1628389,Bam Adebayo,51,2069.7,40.58,0.249,1665.0,4.00,8.81,21.75,10232.4,1628389,True
223,1628386,Jarrett Allen,56,2027.4,36.2,0.177,1597.2,4.22,10.49,23.18,9050.3,1628386,True
224,1628384,OG Anunoby,45,1451.3,32.25,0.205,1308.68,1.92,6.55,14.78,5806.7,1628384,True
225,1628381,John Collins,54,1736.4,32.16,0.202,1173.29,3.32,8.50,18.89,8946.7,1628381,True
226,1628380,Zach Collins,21,367.2,17.49,0.178,320.13,-3.10,1.92,12.78,2319.5,1628380,True
227,1628379,Luke Kennard,64,1265.2,19.77,0.157,706.7,6.27,15.10,22.01,4851.3,1628379,True
228,1628378,Donovan Mitchell,62,2542.0,41.0,0.323,1552.38,2.30,7.65,14.66,12197.2,1628378,True
229,1628374,Lauri Markkanen,54,1430.8,26.5,0.19,965.4,-3.39,0.59,10.57,7288.1,1628374,True
230,1628373,Frank Ntilikina,55,504.1,9.17,0.165,441.06,-4.01,0.25,13.31,3136.3,1628373,True
231,1628372,Dennis Smith Jr.,37,629.6,17.02,0.173,609.28,-0.96,5.15,14.23,4584.7,1628372,True
232,1628370,Malik Monk,68,1582.4,23.27,0.19,908.99,8.76,22.70,21.89,4828.1,1628370,True
233,1628369,Jayson Tatum,71,3202.6,45.11,0.313,1526.88,0.48,7.39,17.63,12528.8,1628369,True
234,1628368,De'Aaron Fox,59,2250.2,38.14,0.284,1288.56,-3.83,0.39,9.48,10769.1,1628368,True
235,1628367,Josh Jackson,45,587.0,13.04,0.192,642.35,0.13,3.89,14.54,5690.6,1628367,True
236,1628366,Lonzo Ball,35,1153.0,32.94,0.17,1136.98,-2.75,0.90,15.45,7544.9,1628366,True
237,1628021,David Nwaba,45,577.8,12.84,0.152,486.66,-2.77,1.34,12.55,3423.3,1628021,True
238,1627936,Alex Caruso,37,862.2,23.3,0.134,979.8,-3.72,0.50,12.88,3279.2,1627936,True
239,1627884,Derrick Jones Jr.,46,606.5,13.18,0.118,631.18,-4.41,0.04,11.09,3819.0,1627884,True
240,1627863,Danuel House Jr.,36,429.1,11.92,0.145,447.88,-3.77,0.71,11.61,3192.8,1627863,True
241,1627854,Bryn Forbes,72,884.4,12.28,0.202,563.19,4.84,13.83,17.91,5304.9,1627854,True
242,1627832,Fred VanVleet,61,2418.1,39.64,0.232,1999.42,2.57,11.50,12.03,9070.3,1627832,True
243,1627827,Dorian Finney-Smith,73,1678.7,23.0,0.138,1788.3,2.60,7.53,18.86,6676.1,1627827,True
244,1627826,Ivica Zubac,69,1763.6,25.56,0.167,1370.41,-4.38,0.02,8.48,6693.8,1627826,True
245,1627823,Juancho Hernangomez,34,228.8,6.73,0.132,216.3,-3.25,1.17,11.04,3188.9,1627823,True
246,1627814,Damion Lee,59,845.8,14.34,0.156,651.82,-4.55,-0.03,8.52,3300.6,1627814,True
247,1627789,Timothe Luwawu-Cabarrot,46,357.7,7.78,0.137,359.86,-2.21,2.29,10.73,3203.0,1627789,True
248,1627788,Furkan Korkmaz,61,955.2,15.66,0.17,878.78,4.08,12.88,20.01,3393.5,1627788,True
249,1627783,Pascal Siakam,62,2667.2,43.02,0.255,1825.8,1.18,4.92,18.35,11441.1,1627783,True
250,1627780,Gary Payton II,65,1095.5,16.85,0.14,1215.18,-3.55,1.18,10.77,1631.8,1627780,True
251,1627777,Georges Niang,70,1098.4,15.69,0.162,867.24,-3.75,0.12,7.64,2975.6,1627777,True
252,1627774,Jake Layman,32,140.9,4.4,0.155,98.58,1.92,4.97,18.31,2062.1,1627774,True
253,1627763,Malcolm Brogdon,36,1282.0,35.61,0.241,694.62,-2.85,1.22,11.97,9361.6,1627763,True
254,1627761,DeAndre' Bembry,56,769.6,13.74,0.111,912.06,4.90,12.65,18.49,4144.5,1627761,True
255,1627759,Jaylen Brown,60,2198.8,36.65,0.297,1379.81,-5.90,-0.26,8.16,10305.3,1627759,True
256,1627756,Denzel Valentine,24,147.9,6.16,0.15,140.07,-2.33,1.92,12.84,3674.4,1627756,True
257,1627752,Taurean Prince,64,895.7,14.0,0.167,734.62,1.81,7.83,20.93,6894.8,1627752,True
258,1627751,Jakob Poeltl,63,2183.7,34.66,0.181,1917.32,4.86,15.02,22.25,7884.7,1627751,True
259,1627749,Dejounte Murray,66,3276.3,49.64,0.268,2120.86,0.67,5.27,15.38,9012.2,1627749,True
260,1627747,Caris LeVert,51,1522.2,29.85,0.258,1096.79,-3.09,0.94,16.67,8087.1,1627747,True
261,1627745,Damian Jones,50,780.0,15.6,0.155,702.91,2.24,7.88,19.01,2279.8,1627745,True
262,1627742,Brandon Ingram,51,1969.2,38.61,0.292,932.51,-1.32,5.57,12.86,11110.9,1627742,True
263,1627741,Buddy Hield,75,1988.2,26.51,0.214,1536.9,-2.87,0.40,14.74,11674.7,1627741,True
264,1627737,Marquese Chriss,28,312.7,11.17,0.203,275.37,-2.24,3.31,11.84,4724.8,1627737,True
265,1627736,Malik Beasley,74,1416.4,19.14,0.19,751.34,4.92,13.18,22.12,5228.0,1627736,True
266,1627734,Domantas Sabonis,62,2620.9,42.27,0.221,1958.59,-1.91,2.82,12.86,12806.5,1627734,True
267,1626224,Cedi Osman,60,1089.1,18.15,0.207,699.07,2.38,10.27,11.18,5666.9,1626224,True
268,1626220,Royce O'Neale,71,1514.4,21.33,0.097,1322.16,-6.55,-0.78,4.72,6007.4,1626220,True
269,1626208,Keifer Sykes,30,326.0,10.87,0.174,273.15,-2.38,1.50,14.58,311.0,1626208,True
270,1626204,Larry Nance Jr.,39,780.0,20.0,0.125,786.23,-4.48,-0.00,12.50,8287.8,1626204,True
271,1626196,Josh Richardson,58,1087.4,18.75,0.169,852.54,-2.46,1.31,22.48,9383.3,1626196,True
272,1626195,Willy Hernangomez,46,896.1,19.48,0.214,697.17,-1.64,3.69,13.85,4987.9,1626195,True
273,1626192,Pat Connaughton,58,1177.6,20.3,0.136,1098.82,-0.86,3.53,15.98,5229.9,1626192,True
274,1626181,Norman Powell,43,1234.0,28.7,0.229,729.48,4.55,13.89,17.61,7374.1,1626181,True
275,1626179,Terry Rozier,67,2325.3,34.71,0.227,1432.61,3.57,11.71,19.31,10870.0,1626179,True
276,1626174,Christian Wood,68,2504.7,36.83,0.233,1375.65,3.29,7.90,16.12,5887.7,1626174,True
277,1626172,Kevon Looney,76,1625.7,21.39,0.122,1736.17,2.53,9.37,17.74,5055.0,1626172,True
278,1626171,Bobby Portis,65,2003.2,30.82,0.207,1508.07,-3.12,0.89,11.03,9618.3,1626171,True
279,1626169,Stanley Johnson,40,620.9,15.52,0.119,649.95,-1.73,2.96,16.73,5474.7,1626169,True
280,1626168,Trey Lyles,69,1353.7,19.62,0.204,1002.19,3.87,6.62,17.60,6723.0,1626168,True
281,1626167,Myles Turner,42,1346.4,32.06,0.173,884.21,-2.00,2.38,13.99,11725.3,1626167,True
282,1626166,Cameron Payne,53,1217.2,22.97,0.237,864.56,5.29,14.50,21.51,4308.5,1626166,True
283,1626164,Devin Booker,64,2703.4,42.24,0.313,1556.67,-0.14,6.14,14.75,16188.5,1626164,True
284,1626162,Kelly Oubre Jr.,70,1758.0,25.11,0.225,1574.73,-2.01,1.46,13.18,9726.4,1626162,True
285,1626159,Justise Winslow,48,773.4,16.11,0.178,679.07,-1.81,2.02,17.89,6108.0,1626159,True
286,1626158,Richaun Holmes,45,1038.4,23.08,0.153,883.36,5.16,15.53,24.53,7694.9,1626158,True
287,1626157,Karl-Anthony Towns,69,3111.8,45.1,0.272,1895.13,4.78,12.10,16.51,20558.9,1626157,True
288,1626156,D'Angelo Russell,61,2078.5,34.07,0.245,1123.16,-2.63,1.84,13.82,12717.9,1626156,True
289,1626153,Delon Wright,70,1055.1,15.07,0.106,1279.52,-0.81,4.49,23.43,7139.7,1626153,True
290,1626149,Montrezl Harrell,66,1711.9,25.94,0.2,1325.28,0.40,5.15,16.78,10431.0,1626149,True
291,1626145,Tyus Jones,69,1378.9,19.98,0.161,814.99,-3.66,0.36,15.29,6826.0,1626145,True
292,204456,T.J. McConnell,24,543.5,22.65,0.155,561.46,-1.35,2.80,10.12,9203.2,204456,True
293,204060,Joe Ingles,45,757.2,16.83,0.129,443.25,5.18,8.40,23.16,11051.3,204060,True
294,204001,Kristaps Porzingis,45,1716.7,38.15,0.282,805.89,11.77,23.68,32.76,11282.3,204001,True
295,203999,Nikola Jokic,69,3977.7,57.65,0.305,2091.44,3.60,8.46,20.23,22031.6,203999,True
296,203994,Jusuf Nurkic,56,1965.3,35.09,0.233,1825.96,1.62,7.01,14.94,11437.1,203994,True
297,203992,Bogdan Bogdanovic,56,1510.7,26.98,0.209,937.56,4.76,10.90,20.77,7541.8,203992,True
298,203991,Clint Capela,67,2160.4,32.24,0.149,1727.39,10.25,19.10,31.23,13897.1,203991,True
299,203954,Joel Embiid,61,3338.1,54.72,0.375,1851.49,3.61,11.53,15.34,14758.3,203954,True
300,203952,Andrew Wiggins,68,2015.3,29.64,0.225,1279.3,1.92,10.85,16.18,17448.1,203952,True
301,203944,Julius Randle,71,2857.7,40.25,0.279,1597.86,2.59,7.42,17.69,17474.5,203944,True
302,203939,Dwight Powell,75,1329.5,17.73,0.133,1426.18,-3.11,1.50,14.46,8138.0,203939,True
303,203937,Kyle Anderson,63,1384.9,21.98,0.156,1155.16,2.83,10.09,13.95,8778.3,203937,True
304,203935,Marcus Smart,65,1906.2,29.33,0.177,2082.05,3.66,11.12,14.97,12091.9,203935,True
305,203932,Aaron Gordon,70,1896.0,27.09,0.195,1173.19,-1.55,2.44,11.56,13319.7,203932,True
306,203926,Doug McDermott,51,826.0,16.2,0.178,398.73,1.97,6.17,16.28,7061.2,203926,True
307,203924,Jerami Grant,47,1493.7,31.78,0.253,692.0,-3.50,0.57,13.82,11385.3,203924,True
308,203920,Khem Birch,48,687.6,14.32,0.11,776.23,-5.67,-0.68,6.95,3570.5,203920,True
309,203918,Rodney Hood,48,341.3,7.11,0.108,233.03,2.33,8.49,15.14,7465.9,203918,True
310,203915,Spencer Dinwiddie,61,1724.7,28.27,0.208,1033.89,-2.26,2.82,10.99,9289.8,203915,True
311,203914,Gary Harris,61,1130.4,18.53,0.16,1058.89,-1.24,5.40,14.97,9106.9,203914,True
312,203903,Jordan Clarkson,72,1814.9,25.21,0.261,1196.79,-6.15,-0.69,8.26,13897.5,203903,True
313,203901,Elfrid Payton,47,426.0,9.06,0.171,399.09,2.92,10.89,20.45,12115.8,203901,True
314,203897,Zach LaVine,62,2330.8,37.59,0.286,1033.33,-5.10,-0.19,11.43,14225.9,203897,True
315,203648,Thanasis Antetokounmpo,44,314.3,7.14,0.143,346.45,-3.39,0.56,10.72,815.6,203648,True
316,203585,Rodney McGruder,47,456.1,9.7,0.137,433.53,1.65,8.10,13.91,3275.6,203585,True
317,203552,Seth Curry,60,1549.8,25.83,0.185,1215.78,-3.52,0.99,12.48,6649.4,203552,True
318,203526,Raul Neto,63,1061.7,16.85,0.179,1089.34,8.04,18.08,32.31,4465.8,203526,True
319,203507,Giannis Antetokounmpo,61,3447.4,56.51,0.341,1714.21,-3.88,0.20,10.25,27257.6,203507,True
320,203504,Trey Burke,39,329.2,8.44,0.253,246.92,-5.51,-0.67,5.96,8206.7,203504,True
321,203503,Tony Snell,49,373.5,7.62,0.095,473.67,-0.98,3.38,12.92,6766.6,203503,True
322,203501,Tim Hardaway Jr.,42,1021.2,24.31,0.214,606.49,2.48,8.81,17.89,12047.5,203501,True
323,203500,Steven Adams,72,1983.5,27.55,0.119,2118.65,7.15,14.41,24.89,15382.1,203500,True
324,203497,Rudy Gobert,59,2421.8,41.05,0.163,1639.64,0.79,6.60,11.63,19591.5,203497,True
325,203496,Robert Covington,64,1541.2,24.08,0.13,1689.59,-1.13,4.27,9.32,12965.9,203496,True
326,203493,Reggie Bullock,61,999.4,16.38,0.13,820.14,0.88,5.32,16.80,5739.7,203493,True
327,203490,Otto Porter Jr.,59,1275.8,21.62,0.148,995.29,0.18,2.37,19.80,10662.1,203490,True
328,203488,Mike Muscala,43,649.8,15.11,0.198,430.76,2.58,7.41,14.83,5343.2,203488,True
329,203486,Mason Plumlee,67,1620.5,24.19,0.114,1611.92,1.15,7.91,12.28,14253.6,203486,True
330,203484,Kentavious Caldwell-Pope,71,1618.1,22.79,0.179,1452.01,-2.10,1.28,15.79,13164.0,203484,True
331,203482,Kelly Olynyk,36,733.4,20.37,0.209,764.06,-0.84,1.09,18.05,12234.9,203482,True
332,203476,Gorgui Dieng,42,395.3,9.41,0.16,337.76,-2.56,1.45,15.97,11094.5,203476,True
333,203473,Dewayne Dedmon,64,1026.6,16.04,0.162,975.66,-2.12,3.17,13.26,7713.1,203473,True
334,203471,Dennis Schroder,64,1607.8,25.12,0.223,1297.86,-3.29,0.38,17.35,15076.3,203471,True
335,203469,Cody Zeller,27,346.0,12.81,0.153,418.39,3.17,10.07,18.59,9537.3,203469,True
336,203468,CJ McCollum,55,2085.2,37.91,0.268,1236.52,-3.20,1.23,10.79,17110.1,203468,True
337,203463,Ben McLemore,56,768.3,13.72,0.203,578.68,-3.85,0.30,13.33,7516.5,203463,True
338,203458,Alex Len,37,563.5,15.23,0.166,602.52,-4.08,0.16,11.86,9983.5,203458,True
339,203457,Nerlens Noel,25,451.7,18.07,0.072,667.2,-1.37,2.41,14.10,9295.1,203457,True
340,203210,JaMychal Green,62,933.2,15.05,0.172,734.64,0.37,6.18,9.71,8210.2,203210,True
341,203200,Justin Holiday,68,1287.5,18.93,0.157,1235.03,-5.98,-0.57,6.82,9379.5,203200,True
342,203145,Kent Bazemore,37,336.5,9.09,0.128,334.78,3.69,10.64,13.65,10652.1,203145,True
343,203115,Will Barton,66,1865.9,28.27,0.207,890.04,2.40,9.58,18.60,13432.4,203115,True
344,203114,Khris Middleton,60,2158.7,35.98,0.257,1170.49,-0.08,3.47,14.20,18889.2,203114,True
345,203110,Draymond Green,40,1226.2,30.66,0.139,1293.16,4.71,10.32,11.42,18896.5,203110,True
346,203109,Jae Crowder,63,1462.8,23.22,0.147,1385.69,-5.76,-0.79,9.02,13848.2,203109,True
347,203107,Tomas Satoransky,47,511.4,10.88,0.125,551.14,2.41,9.85,12.47,6453.6,203107,True
348,203095,Evan Fournier,74,1679.6,22.7,0.201,1401.88,-2.69,1.12,7.75,14020.3,203095,True
349,203090,Maurice Harkless,47,513.9,10.93,0.112,569.25,-2.65,1.23,13.31,9197.6,203090,True
350,203087,Jeremy Lamb,50,744.2,14.88,0.19,472.17,-3.62,0.84,7.79,10363.5,203087,True
351,203085,Austin Rivers,61,740.6,12.14,0.126,709.77,1.51,9.89,16.16,9919.6,203085,True
352,203084,Harrison Barnes,71,2027.7,28.56,0.186,1203.04,0.68,4.74,20.73,17492.7,203084,True
353,203083,Andre Drummond,66,1690.8,25.62,0.181,1471.53,-5.77,-1.55,10.20,25306.6,203083,True
354,203082,Terrence Ross,61,1017.7,16.68,0.196,641.28,2.00,4.75,18.69,11940.4,203082,True
355,203081,Damian Lillard,29,1158.0,39.93,0.288,466.88,0.22,4.63,17.76,27981.2,203081,True
356,203078,Bradley Beal,40,1570.3,39.26,0.297,1105.33,3.13,6.87,24.20,21844.7,203078,True
357,203076,Anthony Davis,37,1764.5,47.69,0.261,1106.18,-6.64,-0.59,7.63,27055.1,203076,True
358,202954,Brad Wanamaker,23,228.3,9.93,0.146,140.43,-2.36,1.24,8.07,2259.8,202954,True
359,202722,Davis Bertans,49,469.5,9.58,0.168,379.54,2.43,9.08,15.87,5323.6,202722,True
360,202711,Bojan Bogdanovic,64,1626.8,25.42,0.232,733.87,4.33,10.06,23.83,12727.9,202711,True
361,202710,Jimmy Butler,53,2186.9,41.26,0.261,1509.98,-2.85,1.75,11.63,22503.3,202710,True
362,202709,Cory Joseph,63,1149.8,18.25,0.14,997.57,3.63,11.59,12.55,11369.3,202709,True
363,202704,Reggie Jackson,70,2023.8,28.91,0.273,1193.56,3.29,11.29,16.30,15948.5,202704,True
364,202699,Tobias Harris,65,2131.6,32.79,0.218,987.0,4.03,12.97,18.72,21089.4,202699,True
365,202696,Nikola Vucevic,67,2722.9,40.64,0.243,1957.07,-0.68,3.61,14.10,26076.8,202696,True
366,202694,Marcus Morris Sr.,49,1246.7,25.44,0.232,639.17,-0.41,6.09,13.91,14931.5,202694,True
367,202692,Alec Burks,75,1845.7,24.61,0.17,1457.28,2.46,3.51,16.46,11400.8,202692,True
368,202691,Klay Thompson,28,841.4,30.05,0.274,358.83,-0.61,2.36,14.11,18216.4,202691,True
369,202689,Kemba Walker,37,811.7,21.94,0.202,703.97,-2.79,0.59,17.21,24502.5,202689,True
370,202687,Bismack Biyombo,31,439.0,14.16,0.173,424.62,4.42,12.61,21.45,11372.5,202687,True
371,202685,Jonas Valanciunas,69,2595.9,37.62,0.24,1568.25,-4.47,0.00,14.78,19149.5,202685,True
372,202684,Tristan Thompson,50,729.8,14.6,0.171,714.9,-4.26,0.08,15.15,15834.7,202684,True
373,202683,Enes Freedom,35,369.0,10.54,0.129,252.18,2.15,3.52,23.06,16534.4,202683,True
374,202681,Kyrie Irving,22,987.4,44.88,0.284,608.44,-5.39,-0.67,11.77,22369.3,202681,True
375,202397,Ish Smith,57,869.5,15.25,0.194,739.17,-3.79,0.40,13.06,12130.0,202397,True
376,202362,Lance Stephenson,40,690.3,17.26,0.219,411.75,-2.51,1.69,13.65,9727.1,202362,True
377,202357,Nemanja Bjelica,65,1001.5,15.41,0.177,862.53,-1.25,3.02,22.03,7465.9,202357,True
